ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts,iso_prediction,iso_score_raw
54.36.149.46,4,1,1.0,0.0008514261387824,1566.0,4,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21713703323131334
54.36.149.47,3,1,1.0,0.0002940599882376,5101.0,3,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1610471531602748
54.36.149.48,7,2,1.1666666666666667,0.0009382120359201,1243.5,7,27,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19786572137703168
54.36.149.49,7,1,1.0,0.0009419997308572,1238.5,7,29,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20372862785236323
54.36.149.5,5,2,1.25,0.0008464533604198,1476.75,5,25,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19739066660506882
54.36.149.50,10,3,1.25,0.0014050864128143,790.7777777777778,10,34,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1656658754518756
54.36.149.51,4,1,1.0,0.0006025911419102,2212.6666666666665,4,19,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21080214134353903
54.36.149.52,3,1,1.0,0.000570559147965,2629.0,3,17,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2026753664493985
54.36.149.53,5,1,1.0,0.0006507874528179,1920.75,5,23,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21129626604231483
54.36.149.54,4,1,1.0,0.0011061946902654,1205.3333333333333,4,18,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21429886496162714
54.36.149.55,2,1,1.0,0.000337552742616,5925.0,2,16,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.14707970311265883
54.36.149.56,7,2,1.1666666666666667,0.0008277166844034,1409.5,7,28,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19710543805085634
54.36.149.57,1,1,1.0,1.0,0.0,1,12,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17711526910163078
54.36.149.58,8,1,1.0,0.0008255082034877,1384.428571428571,8,34,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19889491242666546
54.36.149.59,5,1,1.0,0.0004809542131589,2599.0,5,25,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20248985163685468
54.36.149.6,5,1,1.0,0.0004681647940074,2670.0,5,23,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20191475212787535
54.36.149.60,4,1,1.0,0.0007321984257733,1821.0,4,18,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2144109731804862
54.36.149.61,10,2,1.25,0.0010567473317129,1051.4444444444443,10,39,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17758625766885672
54.36.149.62,5,2,1.25,0.0007296074711805,1713.25,5,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19950178335070273
54.36.149.63,10,1,1.0,0.0009828009828009,1130.5555555555557,10,36,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18435127392712924
54.36.149.64,4,1,1.0,0.00128,1041.6666666666667,4,21,1,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.06722822788541227
54.36.149.65,4,1,1.0,0.0015612802498048,854.0,4,17,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.211033902067702
54.36.149.66,11,1,1.0,0.0012784751278475,860.4,11,40,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17575304118432433
54.36.149.67,4,1,1.0,0.0007824726134585,1704.0,4,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2174000428027798
54.36.149.68,6,1,1.0,0.0010695187165775,1122.0,6,28,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20846600794838532
54.36.149.69,5,2,1.25,0.001463700234192,854.0,5,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2007365633293018
54.36.149.7,7,1,1.0,0.0006650199505985,1754.3333333333333,7,27,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2032226898654253
54.36.149.70,11,3,1.2222222222222223,0.001121533442088,980.8,11,42,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.16250332722210198
54.36.149.71,5,1,1.0,0.0009023641941887,1385.25,5,17,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21151569653989016
54.36.149.72,5,1,1.0,0.0007322788517867,1707.0,5,21,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21479720944785663
54.36.149.73,4,2,1.3333333333333333,0.0037105751391465,359.3333333333333,4,19,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19483324751376307
54.36.149.74,6,2,1.2,0.0011061946902654,1084.8,6,29,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20010296947433298
54.36.149.75,4,1,1.0,0.0005182018396165,2573.0,4,21,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20861444269552026
54.36.149.76,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1742011669902001
54.36.149.77,3,1,1.0,0.0004228925852833,3547.0,3,18,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18352410423610765
54.36.149.78,6,1,1.0,0.0007251631617113,1654.8,6,24,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21302337017772255
54.36.149.79,5,2,1.25,0.000790763877906,1580.75,5,24,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19807533019357493
54.36.149.8,4,1,1.0,0.0005629045876723,2368.6666666666665,4,17,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20864198439796777
54.36.149.80,4,1,1.0,0.0004477277815088,2978.0,4,23,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1986263368808796
54.36.149.81,4,1,1.0,0.0005663315871442,2354.333333333333,4,24,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20977796009231303
54.36.149.82,6,2,1.2,0.000734214390602,1634.4,6,32,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1968546549832657
54.36.149.83,7,1,1.0,0.0006860727237087,1700.5,7,32,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2016827188362007
54.36.149.84,4,1,1.0,0.0004670714619336,2854.6666666666665,4,20,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1993173332333757
54.36.149.85,6,1,1.0,0.0006303183107469,1903.8,6,27,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20388018479507675
54.36.149.86,10,2,1.1111111111111112,0.0010236462278636,1085.4444444444443,10,42,1,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.04177230576753799
54.36.149.87,4,1,1.0,0.0004323856880337,3083.6666666666665,4,21,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1974975292748848
54.36.149.88,7,2,1.1666666666666667,0.0008769731896767,1330.3333333333333,7,34,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19548958828841506
54.36.149.89,4,2,1.3333333333333333,0.0005243151133831,2543.0,4,25,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1847336468518711
54.36.149.9,2,1,1.0,0.0006646726487205,3009.0,2,18,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18913812428519888
54.36.149.90,7,1,1.0,0.0010554885404101,1105.3333333333333,7,31,0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.0,1.0,0.0,1,0.061576327338757175
54.36.149.91,7,2,1.1666666666666667,0.0008454106280193,1380.0,7,35,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19581845971128387
54.36.149.92,6,2,1.2,0.0006224712107065,1927.8,6,28,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18762203392280086
54.36.149.93,2,1,1.0,0.0006620324395895,3021.0,2,16,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1842192294201585
54.36.149.94,4,2,1.3333333333333333,0.0005334044539271,2499.6666666666665,4,23,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18826628706953108
54.36.149.95,4,1,1.0,0.0007855459544383,1697.3333333333333,4,19,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21631985298012552
54.36.149.96,4,1,1.0,0.0008934554389099,1492.3333333333333,4,25,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21698106616760954
54.36.149.97,8,1,1.0,0.0007760962359332,1472.571428571429,8,28,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2018908471828882
54.36.149.98,9,2,1.125,0.001004912907548,1119.5,9,39,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18978184018511818
54.36.149.99,3,1,1.0,0.0006033789219629,2486.0,3,19,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2033772746203953
54.37.16.239,141,74,70.5,0.4592833876221498,2.192857142857143,114,113,0,0.0,0.0,0.0,1.0,0.0,20,0,0,0.0,0.0,0.0,1,0.020481425634305772
54.37.205.240,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
54.37.4.199,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27039329365793413
54.91.182.97,2,2,2.0,0.6666666666666666,3.0,1,0,1,0.5,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.10218149978922247
61.219.11.151,1,1,1.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.11738009770980923
61.5.207.163,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
62.138.6.56,12,12,12.0,1.7142857142857142,0.6363636363636364,7,15,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.05674326085299286
62.138.7.57,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
63.143.42.242,2,2,2.0,2.0,1.0,1,0,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.11274377061003271
63.143.42.246,4,2,2.0,0.0038722168441432,344.3333333333333,1,0,0,0.0,1.0,1.0,0.0,0.0,4,0,0,0.0,0.0,0.0,1,0.13025949223784056
64.233.172.171,30,30,30.0,4.285714285714286,0.2413793103448276,30,16,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.13061306147844964
64.233.172.173,25,24,12.5,0.0087535014005602,119.0,25,23,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.18092788724641673
64.233.172.175,22,21,11.0,0.0029443254817987,355.8095238095238,22,18,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.16839009337759014
64.233.172.224,4,4,4.0,0.6666666666666666,2.0,4,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2368373224846692
64.233.172.228,9,8,4.5,0.0031523642732049,356.875,9,8,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19662135598937697
64.233.172.230,5,5,5.0,0.7142857142857143,1.75,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2329834370137856
64.233.172.244,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
65.49.68.176,82,81,41.0,0.0258511979823455,39.160493827160494,82,51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1137168316729803
65.49.68.182,23,21,11.5,0.0812720848056537,12.863636363636363,23,14,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19242526151594286
65.49.68.199,39,38,19.5,0.0185361216730038,55.36842105263158,39,27,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.15531426507394208
66.102.9.39,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
66.111.54.249,135,79,67.5,0.2960526315789473,3.4029850746268657,117,106,0,0.1071428571428571,0.0,0.0,1.0,0.0,9,0,0,0.0,0.0,0.0,1,0.029642218051838753
66.111.55.45,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
66.160.201.69,3,3,3.0,0.0638297872340425,23.5,3,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2716540957838767
66.249.64.107,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1742011669902001
66.249.64.109,1,1,1.0,1.0,0.0,1,65,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.14925338780956943
66.249.64.66,2,1,1.0,0.0007719027402547,2591.0,2,15,0,0.0,1.0,1.0,0.5,0.0,1,0,0,0.0,0.0,0.0,1,0.1399442297392937
66.249.65.222,4,1,1.0,0.0005521048999309,2415.0,4,75,0,0.0,1.0,1.0,0.75,0.0,1,0,0,0.0,0.0,0.0,1,0.10271012505424376
66.249.66.12,1,1,1.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.16520309451689275
66.249.66.194,6557,243,172.55263157894737,0.5947931785195936,1.6815131177547284,5561,2409,459,0.2469879518072289,1.0,1.0,0.5899039194753698,0.0,33,0,0,0.0,0.0,0.0,-1,-0.21487914470059988
66.249.66.195,153,22,4.78125,0.0142259414225941,70.75657894736842,144,211,0,0.0,1.0,1.0,0.3529411764705882,0.0,2,0,0,0.0,0.0,0.0,-1,-0.002077788952034032
66.249.66.197,95,11,4.130434782608695,0.0087028215463539,116.12765957446808,95,235,8,0.5,1.0,1.0,0.5578947368421052,0.0,1,0,0,0.0,0.0,0.0,-1,-0.05752074463004664
66.249.66.198,5,2,1.25,0.0006217358865953,2010.5,5,5,0,0.0,1.0,1.0,0.2,0.0,1,0,0,0.0,0.0,0.0,1,0.15593956948568788
66.249.66.199,41,5,2.1578947368421053,0.0041414141414141,247.5,41,182,4,1.0,1.0,1.0,0.6097560975609756,0.0,1,0,0,0.0,0.0,0.0,-1,-0.04555079241886284
66.249.66.200,2,1,1.0,0.0003872966692486,5164.0,2,14,0,0.0,1.0,1.0,0.5,0.0,1,0,0,0.0,0.0,0.0,1,0.09785720008857796
66.249.66.86,1,1,1.0,1.0,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.13842208550455315
66.249.66.91,4160,202,109.47368421052632,0.3773927243037285,2.650396729983169,3789,1273,2,0.0566037735849056,1.0,1.0,0.0870192307692307,0.0,349,0,0,0.0,0.0,0.0,-1,-0.20342510065955466
66.249.66.92,83,6,3.1923076923076925,0.0089739431289869,112.79268292682929,76,171,0,0.0,1.0,1.0,0.108433734939759,0.0,7,0,0,0.0,0.0,0.0,1,0.0013509021764442908
66.249.66.93,35,4,1.5217391304347827,0.0036664571548292,280.7647058823529,32,149,0,0.0,1.0,1.0,0.1142857142857142,0.0,4,0,0,0.0,0.0,0.0,1,0.054198123831113
66.249.69.226,2,1,1.0,0.0002340002340002,8547.0,2,60,0,0.0,1.0,1.0,0.5,0.0,1,0,0,0.0,0.0,0.0,1,0.061707917311614735
66.249.79.194,3,1,1.0,0.0004724409448818,3175.0,3,19,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.11936326238603362
66.249.81.227,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660360988089254
66.249.83.1,5,1,1.0,0.0004726344645051,2644.75,5,20,0,0.0,0.0,0.0,0.8,0.0,1,0,0,0.0,0.0,0.0,1,0.16402539737803812
66.249.83.5,5,1,1.0,0.0004728132387706,2643.75,5,20,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.17719269253014813
66.249.83.7,2,1,1.0,0.0001972581122398,10139.0,1,0,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.09754032618061215
66.249.83.91,23,10,4.6,0.0021741185367236,480.8636363636364,23,25,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.20399306795486138
66.249.83.92,19,8,3.8,0.0017961807525051,587.6666666666666,18,15,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.19215286496846884
66.249.83.93,26,9,5.2,0.0024579315560597,423.12,23,20,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.19129097124848282
66.249.84.128,1,1,1.0,1.0,0.0,1,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27414556474865065
66.249.93.222,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
66.249.93.32,2,1,1.0,0.0003885758694385,5147.0,2,18,0,0.0,0.0,0.0,0.5,0.0,1,0,0,0.0,0.0,0.0,1,0.12084424758811796
66.249.93.35,3,1,1.0,0.0005245672320335,2859.5,3,15,0,0.0,0.0,0.0,0.3333333333333333,0.0,1,0,0,0.0,0.0,0.0,1,0.15757555596302109
66.249.93.39,2,2,2.0,2.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2060799149990286
67.195.177.230,2,2,2.0,1.0,2.0,1,2,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.21716563705680597
67.205.148.31,5,3,2.5,0.045045045045045,27.75,5,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2668597411636308
67.220.189.154,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
67.229.172.90,2,1,1.0,0.001865671641791,1072.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.17520572303867132
68.183.80.150,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
68.184.220.37,4,2,2.0,0.0120481927710843,110.66666666666669,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.267137463489789
69.119.228.151,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
69.13.39.34,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2447857374486242
69.16.147.152,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
69.30.218.194,7,7,7.0,0.1555555555555555,7.5,7,19,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.222156283699128
71.207.75.209,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
72.140.93.137,13,13,13.0,2.1666666666666665,0.5,7,1,8,0.6153846153846154,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0,1,0.05312243498890423
72.141.96.227,2,2,2.0,0.0714285714285714,28.0,2,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24688672498490705
72.52.87.83,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
74.6.168.162,3,3,3.0,1.0,1.5,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.21163480375847438
74.6.168.254,2,2,2.0,1.0,2.0,2,0,1,0.5,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1144540420066989
74.82.60.35,12,10,6.0,0.08,13.636363636363637,12,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24543540356116778
75.146.239.82,2,2,2.0,0.1666666666666666,12.0,1,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.2221983194309634
77.111.246.222,20,8,5.0,0.0130463144161774,80.6842105263158,20,51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.19583288446989922
77.111.247.106,302,158,151.0,0.6593886462882096,1.521594684385382,262,172,0,0.0138888888888888,0.0,0.0,0.0,0.0331125827814569,16,0,0,0.0,0.0,0.0,-1,-0.10356471056239791
77.237.69.187,147,82,73.5,0.3288590604026846,3.0616438356164384,145,71,1,0.0153846153846153,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.02795692754664081
77.237.87.34,5,5,5.0,2.5,0.5,5,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2041576869322157
77.238.115.91,28,28,28.0,0.5384615384615384,1.9259259259259256,26,32,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.2093365776929797
77.42.23.78,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
77.42.40.122,3,3,3.0,0.0193548387096774,77.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27129934966761865
77.77.110.49,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
77.81.204.54,2,2,2.0,1.0,2.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27039329365793413
77.81.42.8,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
77.81.47.93,6,3,2.0,0.0134529147982062,89.2,6,12,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.25966163914803997
78.39.247.21,6,3,2.0,0.0117647058823529,102.0,6,15,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.25794116822799085
79.127.13.131,3,3,3.0,0.0416666666666666,36.0,3,13,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660398508289277
79.127.18.100,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332
79.127.26.24,20,20,20.0,3.333333333333333,0.3157894736842105,20,14,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.1974170229910937
79.127.7.174,30,30,30.0,0.9375,1.103448275862069,27,27,5,0.1666666666666666,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0,1,0.09007113443854986
79.127.80.33,4,2,2.0,0.0048959608323133,272.3333333333333,4,22,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2487114011883504
79.127.9.165,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
79.127.91.142,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2756218683739053
79.137.62.29,24,24,24.0,0.7272727272727273,1.434782608695652,24,24,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.220065954254005
79.175.141.18,5,5,5.0,2.5,0.5,3,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,1,0.18814362819531788
8.29.198.27,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.24278264169499403
80.191.139.171,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2748916486007731
80.210.146.231,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2660360988089254
80.210.153.161,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
80.210.234.56,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
80.210.245.49,56,56,56.0,14.0,0.0727272727272727,56,31,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.05995602387140053
80.242.1.83,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.27458555541544266
80.250.206.186,5,5,5.0,0.1162790697674418,10.75,5,20,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2602953325427855
81.91.136.100,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2478017859782055
82.102.13.137,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.2757846831061332
82.99.223.75,27,26,13.5,0.5510204081632653,1.8846153846153848,27,23,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1,0.21978294102438772
