ip,request_count,max_req_count_5min,avg_req_count_5min,requests_per_second,avg_time_between_requests,unique_endpoints,unique_ids_accessed,status_404_count,max_error_rate_5min,suspicious_ua_ratio,bot_ratio,mobile_ratio,post_frequency,max_repeated_endpoint_hits,login_attempt_count,failed_login_count,failed_login_rate,max_login_req_per_min,avg_time_between_login_attempts
10.124.2.223,2,2,2.0,0.6666666666666666,3.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
102.102.124.56,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
103.102.221.226,1,1,1.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
103.216.160.242,2,2,2.0,1.0,2.0,2,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
103.28.132.72,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.129.192.119,4,2,2.0,0.0006442261233693026,2069.6666666666665,1,0,0,0.0,1.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0
104.156.210.196,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.24.147,5,5,5.0,0.09803921568627451,12.75,5,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.24.33,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.24.36,34,34,34.0,0.40476190476190477,2.5454545454545454,34,31,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.24.54,2,1,1.0,0.012987012987012988,154.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.25.125,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.25.155,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.194.25.207,3,3,3.0,0.375,4.0,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.237.139.121,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.237.226.173,3,2,1.5,0.0011815675462780622,1269.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.244.77.52,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.248.138.192,15,15,15.0,0.4838709677419355,2.2142857142857144,14,26,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
104.248.138.214,5,2,1.25,0.004897159647404506,255.25,5,15,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.248.138.218,11,11,11.0,0.16923076923076924,6.5,9,9,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0
104.248.16.204,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.248.18.164,2,1,1.0,0.011299435028248588,177.0,2,6,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.248.18.220,24,12,12.0,0.013194062671797692,79.08695652173913,7,13,16,0.6666666666666666,0.0,0.0,1.0,0.0,4,0,0,0.0,0.0,0.0
104.248.21.70,12,12,12.0,2.4,0.45454545454545453,7,13,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
104.248.82.241,3,3,3.0,0.07894736842105263,19.0,2,6,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
104.248.92.0,25,25,25.0,1.0,1.0416666666666667,25,35,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
104.249.46.34,2,2,2.0,2.0,1.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.249.46.43,2,2,2.0,2.0,1.0,2,11,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.249.46.45,2,2,2.0,1.0,2.0,2,12,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
104.36.19.231,11,11,11.0,0.2972972972972973,3.7,6,4,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
108.26.219.129,12,12,12.0,2.4,0.45454545454545453,7,1,8,0.6666666666666666,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
109.125.147.233,2,2,2.0,0.125,16.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
109.125.150.157,5,5,5.0,0.06493506493506493,19.25,5,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
109.125.156.244,25,18,5.0,0.004533913674283642,229.75,25,38,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
109.125.174.101,58,55,29.0,0.05835010060362173,17.43859649122807,55,34,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0
109.162.133.249,78,77,39.0,2.4375,0.4155844155844156,78,51,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
109.162.141.33,2,2,2.0,2.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
109.169.65.229,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
109.201.27.2,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
109.230.115.2,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
109.74.227.29,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
110.23.220.125,4,4,4.0,0.36363636363636365,3.6666666666666665,2,0,1,0.25,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
113.203.124.184,42,32,21.0,0.15384615384615385,6.658536585365853,39,52,0,0.0,0.0,0.0,1.0,0.023809523809523808,4,0,0,0.0,0.0,0.0
113.203.127.125,16,16,16.0,0.05970149253731343,17.866666666666667,16,43,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
113.203.25.12,2,2,2.0,0.16666666666666666,12.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
113.203.34.49,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
113.203.45.100,2,2,2.0,0.037037037037037035,54.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
113.210.59.36,2,1,1.0,0.02,100.0,2,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
116.202.28.181,2,2,2.0,0.058823529411764705,34.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
116.202.29.114,2,2,2.0,0.02666666666666667,75.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
116.202.29.152,2,2,2.0,0.14285714285714285,14.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
121.100.54.99,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
121.57.225.132,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.112,1,1,1.0,1.0,0.0,1,12,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.14,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.31,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.43,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.51,1,1,1.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
123.125.71.54,1,1,1.0,1.0,0.0,1,4,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
128.199.151.52,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
128.65.172.104,125,125,125.0,0.8741258741258742,1.153225806451613,99,95,0,0.008,0.0,0.0,1.0,0.016,12,0,0,0.0,0.0,0.0
13.66.139.0,39,3,1.5,0.0036609405801182764,280.3421052631579,39,99,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
130.185.74.243,660,173,110.0,0.4755043227665706,2.1062215477996964,654,380,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0
131.217.33.78,49,49,49.0,2.5789473684210527,0.3958333333333333,49,28,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
134.96.225.55,5,5,5.0,2.5,0.5,5,7,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
136.243.245.91,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
138.68.92.199,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
141.0.12.173,2,2,2.0,2.0,0.0,2,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
141.226.36.70,2,2,2.0,1.0,2.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
141.8.132.18,1,1,1.0,1.0,0.0,1,12,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
142.93.110.18,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
142.93.136.67,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
142.93.142.213,1,1,1.0,1.0,0.0,1,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
142.93.43.237,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
143.255.155.18,2,2,2.0,0.4,5.0,1,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
144.76.119.99,58,20,14.5,0.061375661375661375,16.57894736842105,53,48,4,0.25,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0
146.185.133.111,170,102,85.0,0.5295950155763239,1.8994082840236686,156,143,0,0.0,0.0,0.0,1.0,0.0,11,0,0,0.0,0.0,0.0
146.185.136.246,14,14,14.0,0.8235294117647058,1.3076923076923077,14,23,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
146.185.138.203,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
146.185.149.152,81,63,40.5,0.5094339622641509,1.9875,77,77,0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,0.0,0.0
146.185.154.135,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
147.135.11.116,2,1,1.0,0.012578616352201259,159.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
147.135.128.130,46,46,46.0,0.5679012345679012,1.8,44,44,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0
149.202.166.112,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
149.202.184.84,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
149.56.96.135,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.233.98.169,3,2,1.5,0.030303030303030304,49.5,3,7,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.234.26.133,2,2,2.0,0.2,10.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.235.102.64,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.235.137.158,4,2,1.3333333333333333,0.001931434089811685,690.3333333333334,4,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.235.21.127,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.235.26.216,14,14,14.0,7.0,0.15384615384615385,7,15,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
151.238.148.138,3,3,3.0,0.11538461538461539,13.0,3,15,0,0.6666666666666666,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.238.157.22,10,10,10.0,0.8333333333333334,1.3333333333333333,10,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.238.166.6,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.238.242.237,21,21,21.0,0.38181818181818183,2.75,21,25,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.238.244.186,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.238.248.189,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.239.139.199,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
151.239.147.192,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.239.150.233,2,2,2.0,0.3333333333333333,6.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.239.157.48,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.239.180.204,46,46,46.0,0.6052631578947368,1.6888888888888889,44,43,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0
151.239.183.138,2,2,2.0,0.25,8.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.239.186.14,63,63,63.0,0.6176470588235294,1.6451612903225807,55,27,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0
151.239.191.244,15,14,7.5,0.0949367088607595,11.285714285714286,13,25,0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,0.0,0.0
151.239.23.76,6,3,2.0,0.004163775156141568,288.2,6,14,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.242.167.145,2,2,2.0,0.014925373134328358,134.0,2,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.242.96.92,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
151.243.16.238,4,2,2.0,0.012345679012345678,108.0,4,11,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
151.25.29.64,1,1,1.0,1.0,0.0,1,7,0,1.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1.0,0.0
152.44.37.82,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
152.44.40.124,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
152.44.40.16,2,2,2.0,0.020202020202020204,99.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
154.59.47.31,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
157.55.13.64,1,1,1.0,1.0,0.0,1,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
157.55.39.114,1,1,1.0,1.0,0.0,1,13,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
157.55.39.164,2,1,1.0,0.0004971414367387521,4023.0,2,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
157.55.39.175,48,17,6.857142857142857,0.0067179846046186145,152.0212765957447,48,60,0,0.0,1.0,1.0,0.041666666666666664,0.0,1,0,0,0.0,0.0,0.0
157.55.39.220,842,77,52.625,0.1880723698905517,5.3234244946492275,829,646,5,0.02,1.0,1.0,0.020190023752969122,0.0,2,10,0,0.0,1.0,457.8888888888889
157.55.39.236,87,12,4.142857142857143,0.010676156583629894,94.75581395348837,87,111,0,0.0,1.0,1.0,0.022988505747126436,0.0,1,0,0,0.0,0.0,0.0
157.55.39.245,780,94,37.142857142857146,0.11501032143910352,8.706033376123235,763,723,12,0.1111111111111111,1.0,1.0,0.03076923076923077,0.0,2,5,0,0.0,1.0,546.0
157.55.39.28,2,1,1.0,0.0015384615384615385,1300.0,1,0,0,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0
158.58.102.245,2,1,1.0,0.043478260869565216,46.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
158.58.52.65,11,11,11.0,2.75,0.4,6,13,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
158.58.86.170,4,4,4.0,0.03636363636363636,36.666666666666664,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
158.58.95.21,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
158.58.96.143,2,2,2.0,0.06060606060606061,33.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
158.58.98.2,2,2,2.0,2.0,1.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
158.69.85.71,18,8,6.0,0.021686746987951807,48.8235294117647,18,49,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
159.203.160.42,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
159.65.185.106,142,109,71.0,0.4176470588235294,2.4113475177304964,126,127,0,0.009174311926605505,0.0,0.0,1.0,0.0,12,0,0,0.0,0.0,0.0
159.65.45.244,2,2,2.0,0.041666666666666664,48.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
159.89.111.18,23,23,23.0,1.0,1.0454545454545454,23,24,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
159.89.96.179,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
162.243.158.125,72,72,72.0,1.44,0.704225352112676,72,71,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
164.215.218.89,5,2,1.25,0.0037313432835820895,335.0,5,13,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
164.215.238.149,37,37,37.0,0.925,1.1111111111111112,37,32,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
165.225.72.155,2,2,2.0,1.0,2.0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
165.227.237.142,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
167.114.241.171,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
167.99.252.9,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
167.99.62.251,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
17.58.102.43,577,23,15.594594594594595,0.05244500999818215,19.100694444444443,561,520,11,0.2608695652173913,1.0,1.0,0.0,0.0,5,1,0,0.0,1.0,0.0
17.58.97.4,1,1,1.0,1.0,0.0,1,8,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
172.104.154.208,2,2,2.0,0.6666666666666666,3.0,2,12,1,0.5,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
172.20.2.174,373,70,10.08108108108108,0.033949212705925186,29.53494623655914,59,29,2,0.02857142857142857,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,0.0
172.58.3.246,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
172.80.192.50,2,2,2.0,0.5,4.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
172.80.205.91,50,50,50.0,0.6578947368421053,1.5510204081632653,49,49,0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
172.80.207.128,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
172.80.228.99,4,2,1.3333333333333333,0.0009057971014492754,1472.0,4,10,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
172.80.229.151,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
172.80.234.30,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
173.244.217.155,1,1,1.0,1.0,0.0,1,17,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
173.249.54.67,6,6,6.0,0.21428571428571427,5.6,6,17,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
174.116.70.251,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
174.233.0.60,11,11,11.0,2.75,0.4,6,3,8,0.7272727272727273,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
174.6.184.180,13,13,13.0,1.8571428571428572,0.5833333333333334,7,1,8,0.6153846153846154,0.0,0.0,1.0,0.0,2,0,0,0.0,0.0,0.0
175.139.207.179,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.42.96.222,58,41,14.5,0.02719174871073605,37.421052631578945,37,41,0,0.0,0.0,0.0,1.0,0.0,7,0,0,0.0,0.0,0.0
176.58.102.207,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.163.60,4,3,2.0,0.01646090534979424,81.0,4,8,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.169.113,138,58,34.5,0.1504907306434024,6.693430656934306,106,96,0,0.0,0.0,0.0,1.0,0.0,19,0,0,0.0,0.0,0.0
176.65.177.140,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
176.65.181.114,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.183.12,2,2,2.0,0.4,5.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.185.206,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.189.250,2,2,2.0,0.019801980198019802,101.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
176.65.189.88,5,5,5.0,5.0,0.0,5,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
177.9.252.254,1,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
178.128.0.34,4,4,4.0,0.36363636363636365,3.6666666666666665,2,0,1,0.25,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0
178.128.170.164,2,2,2.0,0.06060606060606061,33.0,2,6,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.128.37.86,1,1,1.0,1.0,0.0,1,3,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.131.133.79,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.131.205.24,1,1,1.0,1.0,0.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.131.64.173,2,2,2.0,0.5,4.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.154.148.114,2,2,2.0,2.0,1.0,1,0,0,0.5,1.0,1.0,0.0,0.0,2,0,0,0.0,0.0,0.0
178.173.152.46,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.173.202.102,1,1,1.0,1.0,0.0,1,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.22.123.59,1,1,1.0,1.0,0.0,1,13,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
178.238.197.215,3,2,1.5,0.00436046511627907,344.0,3,10,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
178.238.206.61,82,36,27.333333333333332,0.08,12.654320987654321,50,55,0,0.07692307692307693,0.0,0.0,1.0,0.0,20,0,0,0.0,0.0,0.0
178.253.33.51,7,7,7.0,0.04964539007092199,23.5,7,23,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.253.46.56,2,2,2.0,0.03389830508474576,59.0,2,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
178.255.215.87,1,1,1.0,1.0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0
178.47.232.191,1,1,1.0,1.0,0.0,1,10,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
178.62.40.168,26,26,26.0,4.333333333333333,0.24,26,24,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
180.163.220.3,15,15,15.0,0.6818181818181818,1.5714285714285714,15,18,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
180.163.220.4,2,2,2.0,0.6666666666666666,3.0,2,4,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
180.163.220.68,5,5,5.0,0.38461538461538464,3.25,5,5,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
180.94.84.217,1,1,1.0,1.0,0.0,1,9,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
